xdata,sine 1,sine 2,sine 3,sine 4
s,hz,hz,hz,hz
0.0,1.75,1.6,1.0,1.0
0.001,1.751999998666667,1.6002999999955,0.9996000799999968,1.0009999998333334
0.002,1.7539999893333418,1.6005999999640002,0.9992003199999488,1.001999998666667
0.003,1.7559999640000648,1.6008999998785,0.998800719999741,1.002999995500002
0.004,1.7579999146669398,1.601199999712,0.9984012799991815,1.0039999893333418
0.005,1.7599998333341667,1.6014999994375,0.9980019999980021,1.0049999791666928
0.006,1.7619997120020736,1.6017999990280003,0.9976028799958581,1.0059999640000648
0.007,1.7639995426711486,1.6020999984565005,0.9972039199923283,1.0069999428334735
0.008,1.7659993173420714,1.6023999976960008,0.9968051199869151,1.0079999146669398
0.009000000000000001,1.7679990280157463,1.6026999967195013,0.9964064799790451,1.008999878500492
0.01,1.7699986666933332,1.602999995500002,0.9960079999680682,1.0099998333341667
0.011,1.7719982253762798,1.6032999940105033,0.9956096799532587,1.0109997781680087
0.012,1.7739976960663544,1.6035999922240052,0.9952115199338146,1.0119997120020736
0.013000000000000001,1.7759970707656765,1.6038999901135076,0.9948135199088581,1.0129996338364273
0.014,1.7779963414767503,1.604199987652011,0.9944156798774358,1.0139995426711486
0.015,1.7799955002024956,1.6044999848125154,0.9940179998385182,1.014999437506328
0.016,1.7819945389462801,1.6047999815680214,0.9936204797910003,1.0159993173420714
0.017,1.7839934497119514,1.605099977891529,0.9932231197337017,1.0169991811784986
0.018000000000000002,1.7859922245038693,1.6053999737560383,0.9928259196653662,1.0179990280157463
0.019,1.787990855326937,1.6056999691345502,0.9924288795846623,1.0189988568539674
0.02,1.7899893341866342,1.6059999640000648,0.9920319994901834,1.0199986666933332
0.021,1.791987653089048,1.6062999583255828,0.9916352793804474,1.0209984565340338
0.022,1.7939858040409051,1.6065999520841046,0.9912387192538971,1.0219982253762798
0.023,1.795983779049605,1.6068999452486303,0.9908423191089001,1.0229979722203022
0.024,1.79798157012325,1.6071999377921613,0.9904460789437493,1.0239976960663544
0.025,1.7999791692706784,1.607499929687698,0.9900499987566624,1.0249973959147123
0.026000000000000002,1.8019765685014963,1.6077999209082408,0.9896540785457824,1.0259970707656765
0.027,1.8039737598261096,1.6080999114267907,0.9892583183091775,1.0269967196195722
0.028,1.8059707352557555,1.6083999012163486,0.9888627180448413,1.0279963414767503
0.029,1.807967486802535,1.6086998902499154,0.9884672777506927,1.0289959353375895
0.03,1.8099640064794447,1.6089998785004922,0.988071997424576,1.0299955002024956
0.031,1.8119602863004083,1.6092998659410798,0.9876768770642613,1.0309950350719042
0.032,1.8139563182803093,1.6095998525446795,0.9872819166674444,1.0319945389462801
0.033,1.8159520944350225,1.6098998382842926,0.9868871162317464,1.0329940108261197
0.034,1.817947606781446,1.6101998231329202,0.9864924757547148,1.0339934497119514
0.035,1.8199428473375328,1.6104998070635637,0.9860979952338224,1.034992854604336
0.036000000000000004,1.8219378081223236,1.6107997900492246,0.9857036746664685,1.0359922245038693
0.037,1.8239324811559778,1.6110997720629043,0.9853095140499781,1.0369915584111808
0.038,1.8259268584598058,1.6113997530776045,0.9849155133816025,1.037990855326937
0.039,1.8279209320563015,1.6116997330663272,0.9845216726585193,1.0389901142518412
0.04,1.8299146939691726,1.6119997120020737,0.9841279918778322,1.0399893341866342
0.041,1.8319081362233747,1.612299689857846,0.9837344710365714,1.0409885141320965
0.042,1.8339012508451409,1.6125996666066467,0.9833411101316935,1.041987653089048
0.043000000000000003,1.8358940298620154,1.612899642221477,0.9829479091600818,1.0429867500583498
0.044,1.8378864653028852,1.6131996166753397,0.982554868118546,1.0439858040409051
0.045,1.839878549198011,1.6134995899412368,0.9821619870038227,1.0449848140376603
0.046,1.8418702735790597,1.6137995619921708,0.9817692658125753,1.045983779049605
0.047,1.8438616304791369,1.6140995328011443,0.9813767045413939,1.0469826980777746
0.048,1.8458526119328171,1.61439950234116,0.9809843031867956,1.04798157012325
0.049,1.8478432099761772,1.6146994705852202,0.9805920617452247,1.0489803941871592
0.05,1.8498334166468282,1.6149994375063281,0.9801999802130525,1.0499791692706784
0.051000000000000004,1.8518232239839456,1.6152994030774868,0.9798080585865776,1.0509778943750323
0.052000000000000005,1.8538126240283028,1.6155993672716993,0.9794162968620255,1.0519765685014963
0.053,1.8558016088223022,1.6158993300619684,0.9790246950355495,1.052975190651396
0.054,1.8577901704100075,1.6161992914212981,0.9786332531032301,1.0539737598261096
0.055,1.8597783008371749,1.6164992513226915,0.9782419710610756,1.0549722750270678
0.056,1.8617659921512852,1.6167992097391524,0.9778508489050216,1.0559707352557555
0.057,1.863753236401576,1.6170991666436842,0.9774598866309314,1.0569691395137126
0.058,1.8657400256390728,1.6173991220092911,0.9770690842345963,1.057967486802535
0.059000000000000004,1.8677263519166214,1.617699075808977,0.9766784417117351,1.0589657761238753
0.06,1.8697122072889194,1.6179990280157464,0.9762879590579949,1.0599640064794447
0.061,1.8716975838125478,1.618298978602603,0.9758976362689508,1.0609621768710122
0.062,1.8736824735460031,1.6185989275425516,0.9755074733401055,1.0619602863004083
0.063,1.8756668685497293,1.6188988748085968,0.9751174702668902,1.062958333769523
0.064,1.8776507608861488,1.619198820373743,0.9747276270446646,1.0639563182803093
0.065,1.879634142619695,1.6194987642109957,0.9743379436687165,1.0649542388347826
0.066,1.8816170058168433,1.6197987062933596,0.9739484201342619,1.0659520944350225
0.067,1.8835993425461441,1.6200986465938398,0.9735590564364455,1.0669498840831735
0.068,1.8855811448782527,1.6203985850854419,0.9731698525703406,1.067947606781446
0.069,1.8875624048859627,1.6206985217411713,0.9727808085309493,1.0689452615321173
0.07,1.8895431146442365,1.6209984565340338,0.9723919243132021,1.0699428473375328
0.07100000000000001,1.8915232662302377,1.6212983894370354,0.9720031999119585,1.0709403632001069
0.07200000000000001,1.8935028517233627,1.6215983204231816,0.9716146353220069,1.0719378081223236
0.073,1.8954818632052723,1.6218982494654792,0.9712262305380647,1.0729351811067382
0.074,1.897460292759923,1.6221981765369344,0.9708379855547782,1.0739324811559778
0.075,1.8994381324735992,1.6224981016105537,0.9704499003667231,1.0749297072727424
0.076,1.901415374434945,1.6227980246593439,0.9700619749684041,1.0759268584598058
0.077,1.9033920107349944,1.6230979456563117,0.9696742093542552,1.0769239337200174
0.078,1.9053680334672058,1.6233978645744647,0.9692866035186402,1.0779209320563015
0.079,1.9073434347274905,1.6236977813868096,0.9688991574558516,1.07891785247166
0.08,1.909318206614246,1.6239976960663545,0.9685118711601124,1.0799146939691726
0.081,1.9112923412283873,1.6242976085861065,0.9681247446255742,1.080911455551998
0.082,1.913265830673379,1.6245975189190738,0.9677377778463191,1.0819081362233747
0.083,1.9152386670552657,1.6248974270382646,0.9673509708163587,1.0829047349866217
0.084,1.9172108424827043,1.6251973329166867,0.9669643235296344,1.0839012508451409
0.085,1.919182349066996,1.625497236527349,0.9665778359800176,1.084897682802416
0.08600000000000001,1.921153178922117,1.62579713784326,0.9661915081613097,1.0858940298620154
0.08700000000000001,1.9231233241647505,1.6260970368374288,0.9658053400672425,1.0868902910275924
0.088,1.9250927769143182,1.626396933482864,0.9654193316914775,1.0878864653028852
0.089,1.9270615292930118,1.6266968277525753,0.9650334830276069,1.0888825516917202
0.09,1.9290295734258243,1.6269967196195723,0.9646477940691529,1.089878549198011
0.091,1.9309969014405817,1.6272966090568644,0.9642622648095684,1.09087445682576
0.092,1.9329635054679746,1.6275964960374616,0.9638768952422367,1.0918702735790597
0.093,1.9349293776415897,1.6278963805343745,0.9634916853604718,1.0928659984620936
0.094,1.9368945100979407,1.6281962625206128,0.9631066351575182,1.0938616304791369
0.095,1.9388588949765007,1.6284961419691877,0.962721744626551,1.0948571686345574
0.096,1.9408225244197324,1.6287960188531099,0.9623370137606768,1.0958526119328171
0.097,1.942785390573121,1.6290958931453903,0.9619524425529324,1.0968479593784728
0.098,1.944747485585204,1.6293957648190402,0.961568030996286,1.0978432099761772
0.099,1.9467088016076048,1.6296956338470716,0.9611837790836366,1.09883836273068
0.1,1.9486693307950613,1.6299955002024957,0.9607996868078148,1.0998334166468282
0.101,1.9506290653054594,1.630295363858325,0.9604157541615819,1.100828370729568
0.10200000000000001,1.9525879972998639,1.6305952247875715,0.9600319811376307,1.1018232239839456
0.10300000000000001,1.9545461189425493,1.6308950829632478,0.9596483677285856,1.1028179754151075
0.10400000000000001,1.9565034224010316,1.6311949383583666,0.9592649139270024,1.1038126240283028
0.105,1.9584598998460996,1.631494790945941,0.9588816197253683,1.1048071688288825
0.106,1.9604155434518462,1.6317946406989843,0.9584984851161023,1.1058016088223022
0.107,1.9623703453956995,1.63209448759051,0.9581155100915547,1.1067959430141219
0.108,1.9643242978584545,1.6323943315935316,0.9577326946440085,1.1077901704100075
0.109,1.9662773930243038,1.6326941726810635,0.9573500387656775,1.1087842900157316
0.11,1.9682296230808694,1.6329940108261198,0.9569675424487082,1.1097783008371749
0.111,1.9701809802192336,1.6332938460017155,0.956585205685179,1.1107722018803263
0.112,1.9721314566339705,1.6335936781808647,0.9562030284671001,1.1117659921512852
0.113,1.974081044523177,1.633893507336583,0.9558210107864145,1.1127596706562612
0.114,1.9760297360885042,1.6341933334418857,0.9554391526349967,1.113753236401576
0.115,1.9779775235351884,1.6344931564697884,0.9550574540046541,1.1147466883936639
0.116,1.9799243990720825,1.6347929763933071,0.9546759148871264,1.1157400256390728
0.117,1.9818703549116867,1.6350927931854577,0.9542945352740859,1.1167332471444658
0.11800000000000001,1.9838153832701806,1.6353926068192572,0.9539133151571374,1.1177263519166214
0.11900000000000001,1.9857594763674533,1.635692417267722,0.9535322545278182,1.118719338962435
0.12,1.9877026264271347,1.6359922245038694,0.9531513533775988,1.1197122072889194
0.121,1.9896448256766273,1.6362920285007165,0.9527706116978821,1.1207049559032065
0.122,1.9915860663471368,1.636591829231281,0.9523900294800042,1.1216975838125478
0.123,1.993526340673703,1.636891626668581,0.952009606715234,1.1226900900243153
0.124,1.995465640895231,1.6371914207856346,0.9516293433947737,1.1236824735460031
0.125,1.997403959254523,1.6374912115554603,0.9512492395097584,1.1246747333852276
0.126,1.9993412879983077,1.637790998951077,0.9508692950512567,1.1256668685497293
0.127,2.001277619377273,1.638090782945504,0.9504895100102703,1.1266588780473727
0.128,2.0032129456460956,1.6383905635117604,0.9501098843777342,1.1276507608861488
0.129,2.0051472590634734,1.6386903406228661,0.9497304181445175,1.1286425160741744
0.13,2.0070805518921553,1.6389901142518413,0.949351111301422,1.129634142619695
0.131,2.009012816398972,1.639289884371706,0.9489719638391837,1.1306256395310834
0.132,2.0109440448548686,1.6395896509554813,0.9485929757484721,1.1316170058168433
0.133,2.012874229534934,1.639889413976188,0.9482141470198907,1.1326082404856084
0.134,2.0148033627184314,1.6401891734068474,0.9478354776439765,1.1335993425461441
0.135,2.016731436688831,1.6404889292204814,0.9474569676112008,1.1345903110073483
0.136,2.0186584437338397,1.6407886813901118,0.9470786169119687,1.1355811448782527
0.137,2.0205843761454316,1.6410884298887607,0.9467004255366197,1.1365718431680236
0.138,2.0225092262198796,1.641388174689451,0.9463223934754271,1.1375624048859627
0.139,2.0244329862577866,1.6416879157652058,0.9459445207185989,1.1385528290415083
0.14,2.0263556485641137,1.641987653089048,0.9455668072562771,1.1395431146442365
0.14100000000000001,2.0282772054482154,1.6422873866340015,0.9451892530785382,1.1405332607038616
0.14200000000000002,2.0301976492238665,1.6425871163730903,0.9448118581753933,1.1415232662302377
0.14300000000000002,2.0321169722092938,1.6428868422793386,0.944434622536788,1.1425131302333595
0.14400000000000002,2.0340351667272087,1.643186564325771,0.9440575461526028,1.1435028517233627
0.145,2.0359522251048356,1.6434862824854128,0.9436806290126527,1.1444924297105263
0.146,2.037868139673943,1.6437859967312891,0.9433038711066876,1.1454818632052723
0.147,2.0397829027708756,1.6440857070364259,0.9429272724243921,1.1464711512181671
0.148,2.0416965067365838,1.644385413373849,0.9425508329553863,1.147460292759923
0.149,2.0436089439166536,1.6446851157165847,0.9421745526892248,1.1484492868413982
0.15,2.0455202066613394,1.6449848140376604,0.9417984316153977,1.1494381324735992
0.151,2.047430287325593,1.6452845083101026,0.9414224697233302,1.1504268286676802
0.152,2.049339178269093,1.6455841985069393,0.9410466670023828,1.151415374434945
0.153,2.0512468718562795,1.6458838846011978,0.9406710234418514,1.1524037687868478
0.154,2.0531533604563803,1.646183566565907,0.9402955390309673,1.1533920107349944
0.155,2.0550586364434436,1.6464832443740953,0.9399202137588974,1.1543800992911435
0.156,2.0569626921963677,1.6467829179987916,0.9395450476147444,1.1553680334672058
0.157,2.0588655200989323,1.6470825874130253,0.9391700405875463,1.1563558122752478
0.158,2.0607671125398284,1.647382252589826,0.9387951926662771,1.1573434347274905
0.159,2.0626674619126883,1.647681913502224,0.9384205038398467,1.1583308998363115
0.16,2.0645665606161177,1.64798157012325,0.9380459740971008,1.159318206614246
0.161,2.0664644010537243,1.6482812224259347,0.9376716034268211,1.1603053540739872
0.162,2.0683609756341483,1.6485808703833094,0.9372973918177258,1.1612923412283873
0.163,2.0702562767710946,1.6488805139684057,0.9369233392584685,1.16227916709046
0.164,2.0721502968833603,1.6491801531542558,0.9365494457376399,1.163265830673379
0.165,2.0740430283948683,1.6494797879138923,0.9361757112437663,1.164252330990481
0.166,2.075934463734695,1.6497794182203478,0.9358021357653109,1.1652386670552657
0.167,2.077824595337101,1.6500790440466555,0.9354287192906732,1.1662248378813969
0.168,2.079713415641563,1.6503786653658497,0.9350554618081892,1.1672108424827043
0.169,2.0816009170928016,1.6506782821509638,0.9346823633061317,1.168196679873183
0.17,2.0834870921408144,1.6509778943750324,0.9343094237727101,1.169182349066996
0.171,2.085371933240903,1.6512775020110908,0.9339366431960706,1.170167849078474
0.17200000000000001,2.087255432853706,1.651577105032174,0.9335640215642963,1.171153178922117
0.17300000000000001,2.0891375834452273,1.6518767034113178,0.9331915588654074,1.1721383376125956
0.17400000000000002,2.091018377486867,1.6521762971215581,0.9328192550873609,1.1731233241647505
0.17500000000000002,2.0928978074554516,1.6524758861359319,0.9324471102180509,1.174108137593596
0.176,2.094775865833263,1.652775470427476,0.9320751242453091,1.1750927769143182
0.177,2.0966525451080713,1.6530750499692277,0.931703297156904,1.1760772411422782
0.178,2.098527837773161,1.653374624734225,0.9313316289405418,1.1770615292930118
0.179,2.1004017363273646,1.653674194695506,0.9309601195838658,1.1780456403822308
0.18,2.10227423327509,1.6539737598261097,0.930588769074457,1.1790295734258243
0.181,2.104145321126352,1.654273320099075,0.930217577399834,1.180013327439859
0.182,2.1060149923968017,1.6545728754874414,0.929846544547453,1.1809969014405817
0.183,2.1078832396077565,1.654872425964249,0.9294756705047079,1.1819802944444178
0.184,2.10975005528623,1.6551719715025386,0.9291049552589307,1.1829635054679746
0.185,2.111615431964962,1.6554715120753505,0.9287343987973908,1.1839465335280412
0.186,2.1134793621824484,1.6557710476557266,0.928364001107296,1.1849293776415897
0.187,2.1153418384829705,1.6560705782167082,0.9279937621757921,1.1859120368257758
0.188,2.117202853416626,1.656370103731338,0.9276236819899627,1.1868945100979407
0.189,2.1190623995393576,1.6566696241726584,0.9272537605368302,1.187876796475611
0.19,2.1209204694129826,1.6569691395137127,0.9268839978033546,1.1888588949765007
0.191,2.122777055605225,1.6572686497275444,0.9265143937764349,1.189840804618511
0.192,2.1246321506897416,1.6575681547871979,0.926144948442908,1.1908225244197324
0.193,2.1264857472461554,1.6578676546657172,0.9257756617895497,1.1918040533984453
0.194,2.128337837860082,1.6581671493361478,0.9254065338030745,1.192785390573121
0.195,2.1301884151231616,1.658466638771535,0.925037564470135,1.193766534962422
0.196,2.1320374716330877,1.6587661229449246,0.9246687537773232,1.194747485585204
0.197,2.1338849999936365,1.6590656018293635,0.9243001017111694,1.195728241460517
0.198,2.135730992814697,1.659365075397898,0.9239316082581434,1.1967088016076048
0.199,2.1375754427123006,1.6596645436235757,0.9235632734046534,1.1976891650459072
0.2,2.1394183423086504,1.6599640064794448,0.9231950971370471,1.1986693307950613
0.201,2.1412596842321503,1.6602634639385532,0.922827079441611,1.199649297874901
0.202,2.1430994611174348,1.6605629159739497,0.9224592203045712,1.2006290653054594
0.203,2.144937665605399,1.660862362558684,0.9220915197120928,1.2016086321069692
0.20400000000000001,2.146774290343227,1.6611618036658058,0.9217239776502805,1.2025879972998639
0.20500000000000002,2.148609327984423,1.6614612392683652,0.9213565941051782,1.203567159904778
0.20600000000000002,2.1504427711888385,1.661760669339413,0.9209893690627696,1.2045461189425493
0.20700000000000002,2.152274612622703,1.6620600938520007,0.9206223025089778,1.2055248734342185
0.20800000000000002,2.1541048449586535,1.66235951277918,0.9202553944296659,1.2065034224010316
0.209,2.155933460875763,1.6626589260940032,0.9198886448106364,1.2074817648644394
0.21,2.15776045305957,1.662958333769523,0.9195220536376317,1.2084598998460996
0.211,2.1595858142021087,1.663257735778793,0.9191556208963344,1.2094378263678773
0.212,2.1614095370019366,1.6635571320948668,0.918789346572367,1.2104155434518462
0.213,2.1632316141641654,1.6638565226907986,0.9184232306512918,1.2113930501202892
0.214,2.1650520384004883,1.6641559075396435,0.9180572731186116,1.2123703453956995
0.215,2.166870802429211,1.6644552866144566,0.9176914739597694,1.2133474283007823
0.216,2.1686878989752794,1.664754659888294,0.9173258331601483,1.2143242978584545
0.217,2.170503320770311,1.6650540273342123,0.9169603507050719,1.2153009530918468
0.218,2.1723170605526194,1.665353388925268,0.9165950265798042,1.2162773930243038
0.219,2.174129111067249,1.6656527446345188,0.91622986076955,1.217253616679386
0.22,2.1759394650659996,1.6659520944350226,0.9158648532594544,1.2182296230808694
0.221,2.177748115307458,1.666251438299838,0.9155000040346035,1.219205411252748
0.222,2.1795550545570257,1.6665507762020237,0.9151353130800239,1.2201809802192336
0.223,2.1813602755869477,1.66685010811464,0.9147707803806832,1.2211563290047573
0.224,2.1831637711763427,1.6671494340107464,0.9144064059214898,1.2221314566339705
0.225,2.1849655341112304,1.6674487538634037,0.9140421896872933,1.2231063621317455
0.226,2.1867655571845614,1.6677480676456735,0.9136781316628844,1.224081044523177
